"timestamp","src_ip","dst_ip","src_port","dst_port","protocols","time","diff"
"1771770682.8291726","192.168.1.20","192.168.1.12","59812","1716","eth:ethertype:ip:tcp","1771770690880","1"
"1771770682.5378168","192.168.1.12","192.168.1.20","1716","59812","eth:ethertype:ip:tcp","1771770690880","1"
"1771770693.2898104","192.168.1.12","192.168.1.20","1716","59812","eth:ethertype:ip:tcp","1771770693774","1"
"1771770698.409814","192.168.1.12","192.168.1.20","1716","59812","eth:ethertype:ip:tcp","1771770698274","1"
"1771770699.0090652","192.168.1.20","192.168.1.12","59812","1716","eth:ethertype:ip:tcp","1771770699774","1"
"1771770709.1618109","192.168.1.12","192.168.1.20","1716","59812","eth:ethertype:ip:tcp","1771770708774","1"
"1771770709.712185","192.168.1.20","192.168.1.12","59812","1716","eth:ethertype:ip:tcp","1771770710274","1"
"1771770711.2628295","192.168.1.20","54.251.242.66","42317","8000","eth:ethertype:ip:tcp","1771770711774","1"
"1771770711.2628627","192.168.1.12","192.168.1.20","42317","8000","eth:ethertype:ip:icmp:ip:tcp","1771770711774","1"
"1771770711.2628708","192.168.1.20","54.251.242.66","42317","8000","eth:ethertype:ip:tcp","1771770711774","1"
"1771770712.3471808","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","44881","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.349448","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","34471","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.3473716","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","51238","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.3472908","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","59176","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.34797","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","59750","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.3493648","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","58261","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.626814","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp","1771770713274","1"
"1771770712.7717502","192.168.1.12","34.54.84.110","42942","443","eth:ethertype:ip:tcp","1771770713274","1"
"1771770712.577979","","","0","0","eth:ethertype:arp","1771770713274","1"
"1771770712.5329945","192.168.1.12","140.82.113.21","42752","443","eth:ethertype:ip:tcp","1771770713274","1"
"1771770712.348167","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","50122","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.3495233","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","41303","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.392189","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp:tls","1771770713274","1"
"1771770712.347197","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp:tls","1771770713274","1"
"1771770712.3480558","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","53721","53","eth:ethertype:ipv6:udp:dns","1771770713274","1"
"1771770712.771722","34.54.84.110","192.168.1.12","443","42942","eth:ethertype:ip:tcp","1771770713274","1"
"1771770712.577989","","","0","0","eth:ethertype:arp","1771770713274","1"
"1771770713.298541","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.1772928","172.67.75.28","192.168.1.12","443","42596","eth:ethertype:ip:tcp","1771770713284","1"
"1771770713.2473524","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","42706","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.1233106","2606:4700:8399:782b:c076:80e:80f7:583c","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","40546","eth:ethertype:ipv6:tcp:tls","1771770713284","1"
"1771770713.126528","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","53365","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.177293","172.67.75.28","192.168.1.12","443","42596","eth:ethertype:ip:tcp:tls","1771770713284","1"
"1771770713.2868204","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","34009","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.0458395","2606:4700:8399:782b:c076:80e:80f7:583c","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","40546","eth:ethertype:ipv6:tcp:tls","1771770713284","1"
"1771770713.1777284","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","44456","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.2388155","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","42644","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.2049608","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.1128516","2606:4700:8399:782b:c076:80e:80f7:583c","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","40546","eth:ethertype:ipv6:tcp:tls","1771770713284","1"
"1771770713.2472432","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","34009","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.2870772","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","38100","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.1128793","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp","1771770713284","1"
"1771770713.045839","2606:4700:8399:782b:c076:80e:80f7:583c","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","40546","eth:ethertype:ipv6:tcp","1771770713284","1"
"1771770713.2985408","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","37630","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.1897483","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","52505","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.1261935","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp:tls","1771770713284","1"
"1771770713.243314","172.67.75.28","192.168.1.12","443","42596","eth:ethertype:ip:tcp:tls","1771770713284","1"
"1771770713.2584138","2606:4700:8399:782b:c076:80e:80f7:583c","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","40546","eth:ethertype:ipv6:tcp","1771770713284","1"
"1771770713.1897478","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","44381","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.1777284","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","37013","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.2865283","172.67.75.28","192.168.1.12","443","42596","eth:ethertype:ip:tcp","1771770713284","1"
"1771770713.29735","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.2433484","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp","1771770713284","1"
"1771770713.1263022","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","35431","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.204923","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.300808","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.1238768","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp:tls","1771770713284","1"
"1771770713.217811","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp","1771770713284","1"
"1771770713.0458846","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp","1771770713284","1"
"1771770713.2988555","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.2433138","172.67.75.28","192.168.1.12","443","42596","eth:ethertype:ip:tcp:tls","1771770713284","1"
"1771770713.2043865","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic:tls","1771770713284","1"
"1771770713.298541","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.24745","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","37630","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.1906018","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","42644","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.2985","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.204913","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.123336","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp","1771770713284","1"
"1771770712.946824","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp","1771770713284","1"
"1771770713.1233473","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2606:4700:8399:782b:c076:80e:80f7:583c","40546","443","eth:ethertype:ipv6:tcp","1771770713284","1"
"1771770713.2916803","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","42706","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.204968","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.2985408","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.243354","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp","1771770713284","1"
"1771770713.1897483","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","53365","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.1260457","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","37013","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.1233108","2606:4700:8399:782b:c076:80e:80f7:583c","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","40546","eth:ethertype:ipv6:tcp:tls","1771770713284","1"
"1771770713.1772923","172.67.75.28","192.168.1.12","443","42596","eth:ethertype:ip:tcp","1771770713284","1"
"1771770713.126417","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","52505","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.126158","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","44381","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.2985408","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic:tls","1771770713284","1"
"1771770713.2046154","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.204412","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.2433136","172.67.75.28","192.168.1.12","443","42596","eth:ethertype:ip:tcp:tls","1771770713284","1"
"1771770713.3008084","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.3008084","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.2433355","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp","1771770713284","1"
"1771770713.1259356","fe80::500c:123a:ac0c:37c","fe80::be51:5fff:fe24:dae3","44456","53","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.24516","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp:tls","1771770713284","1"
"1771770713.1262262","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp:tls","1771770713284","1"
"1771770713.2973492","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.1897483","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","35431","eth:ethertype:ipv6:udp:dns","1771770713284","1"
"1771770713.2988944","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.2044446","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic:tls","1771770713284","1"
"1771770713.3009195","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713284","1"
"1771770713.36061","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.5781229","","","0","0","eth:ethertype:arp","1771770713786","1"
"1771770713.6937685","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.6957111","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.5039124","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.693694","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.3610015","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.4498205","192.168.1.12","140.82.113.21","42752","443","eth:ethertype:ip:tcp","1771770713786","1"
"1771770713.3097148","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.4339848","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.4339886","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.7424574","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.3606384","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.4337382","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.3609955","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.492792","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.3971329","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770713786","1"
"1771770713.6936946","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.5781336","","","0","0","eth:ethertype:arp","1771770713786","1"
"1771770713.602299","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.7536645","140.82.113.21","192.168.1.12","443","42752","eth:ethertype:ip:tcp","1771770713786","1"
"1771770713.3286552","fe80::be51:5fff:fe24:dae3","fe80::500c:123a:ac0c:37c","53","38100","eth:ethertype:ipv6:udp:dns","1771770713786","1"
"1771770713.43213","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.5039814","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.4927914","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.3719263","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770713786","1"
"1771770713.5038366","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.4336176","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.432099","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.492792","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770713786","1"
"1771770713.492792","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770713.503837","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp:tls","1771770713786","1"
"1771770714.147055","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.2715592","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2720983","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.20199","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.074752","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.20199","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2720923","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.1035314","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.2019897","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.1388626","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.1679225","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp:tls:tls","1771770714774","1"
"1771770714.1548746","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.2020442","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2717338","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.103493","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.074752","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.0609622","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.0868473","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2720594","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.0616932","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.3098912","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp","1771770714774","1"
"1771770714.060815","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.3099058","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp","1771770714774","1"
"1771770714.0616655","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.0748522","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.0608487","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.060815","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.2892156","172.67.75.28","192.168.1.12","443","42596","eth:ethertype:ip:tcp","1771770714774","1"
"1771770714.1292796","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.2019582","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.201929","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.110818","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.1108568","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.2026048","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.060919","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2600:140f:5e00:7e::17d3:8ed4","49470","443","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.2717736","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2719936","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2719812","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2727392","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2714813","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.2892587","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp","1771770714774","1"
"1771770714.1234765","2600:140f:5e00:7e::17d3:8ed4","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","49470","eth:ethertype:ipv6:tcp","1771770714774","1"
"1771770714.2277324","192.168.1.12","172.67.75.28","42596","443","eth:ethertype:ip:tcp","1771770714774","1"
"1771770714.2022796","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.092841","2404:6800:4003:c06::66","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","443","59059","eth:ethertype:ipv6:udp:quic","1771770714774","1"
"1771770714.168205","2401:4900:88cd:ee23:5ada:36cd:567b:b5fe","2404:6800:4003:c06::66","59059","443","eth:ethertype:ipv6:udp:quic","1771770714774","1"
